zO3EdvvZvmf,1,word-bounce,leader,,88141,2,4,2,3,2,2,FALSE,FALSE,TRUE
4lPmuf8-eqM,1,word-bounce,levels,,88007,3,3,2,3,2,3,FALSE,FALSE,TRUE
IDIbS8gYSom,1,word-bounce,none,,87974,3,2,1,2,2,0,FALSE,FALSE,TRUE
QLqmSnvNr8M,1,word-scramble,levels,,87288,1,2,1,1,1,4,TRUE,FALSE,FALSE
eFBTsrZrSlk,2,word-scramble,levels,,85339,3,2,2,3,2,3,FALSE,TRUE,FALSE
UG218h2CWi2,1,word-bounce,badges,,82149,2,2,0,2,1,1,FALSE,FALSE,TRUE
nNR4hQtnwRG,2,word-bounce,leader,,79230,3,4,2,4,3,3,TRUE,FALSE,FALSE
URGAQrp2EDi,1,word-scramble,none,,76776,2,4,3,3,2,0,TRUE,FALSE,FALSE
wy1KWrzMPpJ,1,word-bounce,badges,,65695,1,1,1,2,1,5,FALSE,FALSE,TRUE
JMATfYevzJz,2,word-scramble,levels,,64888,3,4,2,4,4,5,FALSE,TRUE,FALSE
YMGdHTzbWnh,1,word-bounce,leader,,61516,4,2,1,4,4,3,FALSE,FALSE,TRUE
IRgor3BDPiV,1,word-scramble,leader,,59297,3,2,1,3,2,2,TRUE,FALSE,FALSE
KNS4G-wjUgu,2,word-bounce,levels,,58417,3,3,1,3,2,2,TRUE,FALSE,FALSE
ZHjrNgI6k0Y,2,word-bounce,badges,,58052,3,2,1,3,2,2,FALSE,FALSE,TRUE
ca-nid5VINQ,1,word-scramble,leader,,56463,1,5,2,1,1,3,FALSE,TRUE,FALSE
"gK,myYrLE,t",1,text-adventure,levels,,55961,1,1,1,1,1,1,TRUE,FALSE,FALSE
VX1S2fTGpaq,1,text-adventure,leader,,55682,0,0,0,0,0,0,FALSE,TRUE,FALSE
"wxl,UZXczlO",1,text-adventure,levels,,53725,2,4,2,2,2,2,FALSE,TRUE,FALSE
U1Di8Ma8FpP,1,word-bounce,badges,,53561,3,4,4,4,4,4,FALSE,FALSE,TRUE
0hwlSC6ZzMG,1,text-adventure,levels,,53374,3,3,3,2,3,2,#N/A,#N/A,#N/A
r92cBfvwMUP,2,word-bounce,levels,,52602,0,0,0,0,0,0,FALSE,FALSE,TRUE
r92cBfvwMUP,1,word-bounce,leader,,52104,0,0,0,0,0,0,FALSE,FALSE,TRUE
"gN2mKEWJJ,5",1,word-bounce,badges,,49657,4,3,1,4,3,4,FALSE,FALSE,TRUE
TyoCXUBGkV5,1,text-adventure,levels,,49424,3,1,1,3,2,3,FALSE,TRUE,FALSE
rZ-y1uM4XWk,1,word-scramble,badges,,48755,2,4,2,2,2,4,TRUE,FALSE,FALSE
VX1S2fTGpaq,1,word-scramble,levels,,47723,0,0,0,0,0,0,TRUE,FALSE,FALSE
Kn1v3LjmBUx,2,word-bounce,leader,,46690,4,3,2,4,4,5,TRUE,FALSE,FALSE
0hwlSC6ZzMG,1,word-bounce,badges,,45981,2,2,2,3,2,4,#N/A,#N/A,#N/A
UoahAwCqWvd,1,text-adventure,badges,,45637,3,2,2,3,3,3,FALSE,TRUE,FALSE
Kn1v3LjmBUx,2,text-adventure,levels,,44149,4,1,1,3,3,2,FALSE,FALSE,TRUE
zO3EdvvZvmf,1,word-scramble,badges,,43674,3,2,4,4,3,5,TRUE,FALSE,FALSE
VX1S2fTGpaq,1,word-bounce,badges,,42679,3,3,1,3,3,3,FALSE,FALSE,TRUE
zNbYaliWMnq,3,word-bounce,badges,,41699,3,2,2,3,3,3,FALSE,FALSE,TRUE
r92cBfvwMUP,1,text-adventure,badges,,41633,0,0,0,0,0,0,FALSE,TRUE,FALSE
ca-nid5VINQ,1,word-bounce,levels,,40427,2,3,1,1,1,3,FALSE,FALSE,TRUE
EAovpxsMg0z,1,word-bounce,badges,,39408,0,0,0,0,0,0,FALSE,FALSE,TRUE
eFBTsrZrSlk,2,text-adventure,badges,,38924,2,3,1,2,2,3,TRUE,FALSE,FALSE
yCZPp4wQrJp,1,text-adventure,leader,,37597,0,0,0,0,0,0,FALSE,TRUE,FALSE
5-6FntHkfx2,1,word-bounce,leader,,34516,0,0,0,0,0,0,FALSE,FALSE,TRUE
yCZPp4wQrJp,1,word-bounce,levels,,31441,4,4,1,0,3,0,FALSE,FALSE,TRUE
"s,Whk6uw6hF",1,word-scramble,badges,,29391,2,4,2,2,0,2,TRUE,FALSE,FALSE
"gK,myYrLE,t",1,word-scramble,badges,,29250,3,4,3,3,4,1,FALSE,TRUE,FALSE
2D8r1kVOB1O,1,word-scramble,badges,,29063,5,4,4,4,4,4,#N/A,#N/A,#N/A
D9c1Bj3ZH6B,1,text-adventure,badges,,28095,0,0,0,0,0,0,TRUE,FALSE,FALSE
yCZPp4wQrJp,1,word-scramble,badges,,27367,0,0,0,0,0,0,TRUE,FALSE,FALSE
61tTSlZLwEj,1,word-scramble,leader,,26781,2,3,2,0,0,0,FALSE,TRUE,FALSE
UoahAwCqWvd,1,word-scramble,leader,,26599,5,4,3,4,5,4,TRUE,FALSE,FALSE
"gK,myYrLE,t",1,word-bounce,leader,,23851,2,3,1,3,2,2,FALSE,FALSE,TRUE
wy1KWrzMPpJ,1,word-scramble,leader,,22519,3,4,3,3,4,2,TRUE,FALSE,FALSE
2D8r1kVOB1O,1,word-bounce,leader,,20779,4,3,3,4,4,2,#N/A,#N/A,#N/A
vKeHurvUgBf,1,word-bounce,leader,,18892,2,3,2,4,2,3,FALSE,FALSE,TRUE
9i7AqqlcoIi,1,word-scramble,badges,,18203,3,3,3,2,2,3,FALSE,TRUE,FALSE
35uaal9cSyS,1,text-adventure,levels,,17130,0,0,0,0,0,0,#N/A,#N/A,#N/A
r92cBfvwMUP,1,word-scramble,levels,,17000,0,0,0,0,0,0,TRUE,FALSE,FALSE
QLqmSnvNr8M,1,word-bounce,badges,,16739,2,2,1,1,1,3,FALSE,FALSE,TRUE
0hwlSC6ZzMG,1,text-adventure,levels,,15150,4,3,3,3,4,3,#N/A,#N/A,#N/A
YMGdHTzbWnh,1,text-adventure,levels,,14792,2,2,1,2,1,3,FALSE,TRUE,FALSE
I-pqVni7Q9z,2,word-scramble,badges,,12606,3,4,2,3,2,5,TRUE,FALSE,FALSE
D9c1Bj3ZH6B,1,word-bounce,leader,,12378,0,0,0,0,0,0,FALSE,FALSE,TRUE
r92cBfvwMUP,3,word-scramble,levels,,11409,0,0,0,0,0,0,TRUE,FALSE,FALSE
"jSXtMTv,bdE",1,word-scramble,none,,8651,3,1,3,3,3,0,FALSE,TRUE,FALSE
UoahAwCqWvd,1,word-bounce,levels,,6899,5,4,2,3,5,5,FALSE,FALSE,TRUE
0hwlSC6ZzMG,3,word-bounce,levels,,6700,0,0,0,0,0,0,#N/A,#N/A,#N/A
xD6uZHmtgaT,1,word-scramble,leader,,5235,1,2,2,2,2,2,TRUE,FALSE,FALSE
QMKprPJyA-Y,14,word-scramble,levels,,3337,4,3,4,4,4,3,TRUE,FALSE,FALSE
Kn1v3LjmBUx,2,word-scramble,badges,,2917,3,3,2,4,4,3,FALSE,TRUE,FALSE
sHQGvktbySm,1,text-adventure,levels,,1093,0,0,0,0,0,0,FALSE,TRUE,FALSE
tWw4PUUm7F4,1,word-scramble,leader,,1055,0,0,0,0,0,0,TRUE,FALSE,FALSE
0hwlSC6ZzMG,1,word-bounce,badges,,624,3,1,2,3,3,4,#N/A,#N/A,#N/A
